Cliente_ID;Genero;Adulto_Mayor;Tiene_Pareja;Tiene_Dependientes;Antiguedad_Meses;Rango_Antiguedad;Servicio_Telefono;Multiples_Lineas;Servicio_Internet;Seguridad_Online;Respaldo_Online;Proteccion_Dispositivo;Soporte_Tecnico;Streaming_TV;Streaming_Peliculas;Tipo_Contrato;Facturacion_Papel;Metodo_Pago;Cargo_Mensual;Cargo_Total;Numero_Servicios;Ingreso_Riesgo;Estado_Churn;Churn
2662-NNTDK;Male;0;No;No;65;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);24,80;1600,95;2;0,00;Activo;0
4132-KALRO;Female;0;No;No;4;0-12 meses;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;Month-to-month;Yes;Mailed check;100,85;399,25;5;0,00;Activo;0
3902-FOIGH;Male;1;Yes;No;12;0-12 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;101,35;1218,55;5;101,35;Churn;1
6772-KSATR;Male;0;No;No;1;0-12 meses;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;81,70;81,70;3;81,70;Churn;1
7112-OPOTK;Male;0;No;No;33;25-48 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;No;Electronic check;68,25;2171,15;1;68,25;Churn;1
2874-YXVVA;Female;0;No;No;34;25-48 meses;Yes;No;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Month-to-month;Yes;Electronic check;105,10;3634,80;6;0,00;Activo;0
1245-HARPS;Female;0;Yes;No;14;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,40;292,40;1;0,00;Activo;0
4210-QFJMF;Female;0;No;No;4;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;79,15;317,25;2;79,15;Churn;1
4323-ELYYB;Male;0;Yes;Yes;13;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,00;218,55;1;0,00;Activo;0
4293-ETKAP;Female;0;Yes;Yes;65;49-72 meses;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);79,40;5071,90;6;0,00;Activo;0
6064-PUPMC;Male;0;Yes;Yes;23;13-24 meses;Yes;No;DSL;Yes;No;No;Yes;No;No;One year;No;Credit card (automatic);57,20;1423,35;3;0,00;Activo;0
6504-VBLFL;Male;0;Yes;No;55;49-72 meses;Yes;No;DSL;Yes;Yes;Yes;No;No;No;Two year;No;Electronic check;58,60;3068,60;4;0,00;Activo;0
6322-PJJDJ;Male;0;Yes;No;49;49-72 meses;Yes;No;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Electronic check;94,80;4690,65;4;0,00;Activo;0
0330-BGYZE;Male;0;Yes;No;60;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;No;Bank transfer (automatic);102,50;6157,60;6;0,00;Activo;0
1085-LDWAM;Female;0;Yes;Yes;69;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Credit card (automatic);20,35;1442,65;1;0,00;Activo;0
7586-ZATGZ;Male;0;No;No;40;25-48 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;84,90;3369,05;3;0,00;Activo;0
7197-VOJMM;Male;0;Yes;No;67;49-72 meses;Yes;No;DSL;Yes;Yes;No;Yes;No;Yes;Two year;Yes;Credit card (automatic);69,20;4671,65;5;0,00;Activo;0
3318-OSATS;Male;1;No;No;35;25-48 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,45;3474,05;4;95,45;Churn;1
5828-AVIPD;Male;0;Yes;Yes;19;13-24 meses;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;Yes;Electronic check;100,95;1875,55;5;100,95;Churn;1
1843-TLSGD;Female;0;Yes;Yes;13;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,85;272,35;1;0,00;Activo;0
9626-VFRGG;Female;0;No;Yes;41;25-48 meses;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);88,50;3645,05;4;0,00;Activo;0
7075-BNDVQ;Female;0;No;No;4;0-12 meses;No;No phone service;DSL;Yes;No;Yes;No;No;No;Month-to-month;No;Mailed check;35,00;135,75;2;0,00;Activo;0
9143-CANJF;Female;0;Yes;Yes;24;13-24 meses;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Electronic check;55,15;1319,85;3;0,00;Activo;0
7284-BUYEC;Female;0;No;No;5;0-12 meses;No;No phone service;DSL;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Credit card (automatic);50,95;229,40;3;0,00;Activo;0
2041-JIJCI;Female;0;No;No;5;0-12 meses;Yes;Yes;DSL;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;64,00;370,25;4;0,00;Activo;0
1086-LXKFY;Female;0;Yes;Yes;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;69,10;69,10;1;69,10;Churn;1
4900-MSOMT;Female;0;Yes;Yes;72;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Bank transfer (automatic);80,20;5714,20;7;0,00;Activo;0
2229-VWQJH;Female;0;No;No;24;13-24 meses;Yes;No;DSL;No;No;Yes;No;No;No;Month-to-month;Yes;Credit card (automatic);49,30;1233,25;2;0,00;Activo;0
9194-GFVOI;Female;0;Yes;No;42;25-48 meses;Yes;Yes;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);84,35;3571,60;7;0,00;Activo;0
1336-EZFZY;Female;0;No;No;4;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,05;83,30;1;0,00;Activo;0
4282-MSACW;Male;0;No;No;68;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);117,20;8035,95;8;0,00;Activo;0
1403-LKLIK;Female;0;Yes;Yes;33;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,10;579,40;1;0,00;Activo;0
2636-ALXXZ;Female;1;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;69,60;69,60;1;69,60;Churn;1
7774-OJSXI;Male;0;No;No;31;25-48 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;103,45;3066,45;6;103,45;Churn;1
7786-WBJYI;Female;0;No;No;4;0-12 meses;Yes;Yes;Fiber optic;No;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);77,95;305,55;3;77,95;Churn;1
0136-IFMYD;Male;1;Yes;No;69;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;109,95;7634,25;7;0,00;Activo;0
5144-TVGLP;Male;1;No;No;38;25-48 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Electronic check;94,75;3653,00;4;0,00;Activo;0
9643-AVVWI;Female;0;Yes;Yes;3;0-12 meses;Yes;No;Fiber optic;No;Yes;No;Yes;No;No;Month-to-month;Yes;Electronic check;80,00;241,30;3;0,00;Activo;0
0253-ZTEOB;Female;0;Yes;Yes;48;25-48 meses;Yes;Yes;DSL;No;Yes;No;Yes;Yes;Yes;Two year;No;Electronic check;79,65;3870,30;6;0,00;Activo;0
2706-QZIHY;Female;0;Yes;No;15;13-24 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,20;387,90;2;0,00;Activo;0
6061-PQHMK;Female;0;No;No;25;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,90;527,50;1;0,00;Activo;0
9885-CSMWE;Female;1;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Electronic check;78,45;78,45;2;78,45;Churn;1
6137-MFAJN;Female;0;No;No;48;25-48 meses;No;No phone service;DSL;Yes;Yes;No;No;Yes;No;Month-to-month;Yes;Electronic check;44,80;2104,55;3;0,00;Activo;0
9122-UMROB;Male;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,30;20,30;1;0,00;Activo;0
4232-JGKIY;Male;0;No;No;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;19,20;19,20;1;0,00;Activo;0
2402-TAIRZ;Female;0;No;No;37;25-48 meses;Yes;No;Fiber optic;No;Yes;Yes;No;No;No;One year;No;Electronic check;80,05;3019,10;3;0,00;Activo;0
9659-ZTWSM;Male;1;Yes;No;66;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);107,35;7051,95;7;0,00;Activo;0
9139-TWBAS;Female;0;Yes;No;26;25-48 meses;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Bank transfer (automatic);47,85;1190,50;4;0,00;Activo;0
6685-GBWJZ;Male;0;Yes;No;63;49-72 meses;Yes;No;DSL;Yes;Yes;No;Yes;Yes;No;One year;No;Credit card (automatic);70,80;4448,80;5;0,00;Activo;0
5016-ETTFF;Male;0;No;No;10;0-12 meses;No;No phone service;DSL;No;No;Yes;No;No;No;Month-to-month;No;Mailed check;29,50;255,25;1;29,50;Churn;1
3866-MDTUB;Female;0;No;No;2;0-12 meses;Yes;No;DSL;Yes;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;70,75;146,90;4;70,75;Churn;1
2195-VVRJF;Male;1;Yes;No;18;13-24 meses;Yes;No;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);59,10;1011,05;3;0,00;Activo;0
3913-RDSJZ;Female;0;Yes;No;64;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;25,55;1714,95;2;0,00;Activo;0
8058-JMEQO;Female;1;No;No;9;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,45;762,50;3;84,45;Churn;1
4203-QGNZA;Female;0;No;Yes;28;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,25;535,35;1;0,00;Activo;0
5043-TRZWM;Female;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;No;Electronic check;75,55;75,55;2;0,00;Activo;0
0697-ZMSWS;Male;0;No;No;4;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;85,65;338,90;3;85,65;Churn;1
7657-DYEPJ;Male;1;No;No;38;25-48 meses;Yes;No;DSL;No;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);70,15;2497,35;5;70,15;Churn;1
9494-BDNNC;Male;0;Yes;No;66;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;No;Electronic check;95,30;6273,40;5;0,00;Activo;0
1640-PLFMP;Female;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;70,25;70,25;1;0,00;Activo;0
5366-OBVMR;Female;0;Yes;No;18;13-24 meses;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;50,30;908,75;2;0,00;Activo;0
8276-MQBYC;Male;1;No;No;51;49-72 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;97,80;4913,30;5;97,80;Churn;1
7644-OMVMY;Male;0;Yes;Yes;0;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,85;0,00;1;0,00;Activo;0
7593-XFKDI;Male;0;No;No;1;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;46,30;46,30;1;46,30;Churn;1
4573-JKNAE;Male;0;No;Yes;12;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,35;212,30;1;0,00;Activo;0
0337-CNPZE;Female;0;No;No;41;25-48 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;106,30;4443,45;6;106,30;Churn;1
9817-APLHW;Male;0;No;No;12;0-12 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Electronic check;25,00;316,20;2;0,00;Activo;0
8380-MQINP;Female;0;Yes;Yes;55;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,30;1079,05;1;0,00;Activo;0
0840-DFEZH;Female;0;No;No;7;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,35;564,65;2;0,00;Activo;0
1513-XNPPH;Female;0;No;No;12;0-12 meses;Yes;No;Fiber optic;No;No;Yes;Yes;No;Yes;Month-to-month;Yes;Electronic check;89,40;1095,65;4;89,40;Churn;1
8690-ZVLCL;Female;0;Yes;Yes;68;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);88,00;6161,90;8;0,00;Activo;0
6015-VVHHE;Female;1;No;No;5;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;Yes;Credit card (automatic);83,15;446,05;3;83,15;Churn;1
1125-SNVCK;Female;1;No;No;49;49-72 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;43,80;2106,05;1;0,00;Activo;0
0384-LPITE;Male;0;No;No;40;25-48 meses;No;No phone service;DSL;Yes;Yes;Yes;No;Yes;Yes;One year;No;Credit card (automatic);62,05;2511,55;5;0,00;Activo;0
4616-EWBNJ;Female;0;No;No;16;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);20,10;318,60;1;0,00;Activo;0
6347-DCUIK;Male;0;No;No;10;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;74,15;811,80;2;74,15;Churn;1
1335-HQMKX;Female;0;Yes;No;72;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;101,35;7323,15;6;0,00;Activo;0
2545-EBUPK;Female;1;No;No;2;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;84,05;186,05;3;0,00;Activo;0
6923-AQONU;Male;0;Yes;Yes;23;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;20,90;454,00;1;0,00;Activo;0
2172-EJXVF;Female;1;No;No;71;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;105,90;7521,95;6;0,00;Activo;0
0897-FEGMU;Female;0;Yes;No;11;0-12 meses;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;99,50;1056,95;5;99,50;Churn;1
7663-RGWBC;Male;0;No;No;1;0-12 meses;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;44,15;44,15;1;44,15;Churn;1
1120-BMWUB;Female;0;No;No;16;13-24 meses;Yes;No;DSL;No;Yes;No;Yes;No;No;Month-to-month;Yes;Mailed check;53,90;834,15;3;53,90;Churn;1
9124-LHCJQ;Female;0;No;No;1;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Mailed check;85,45;85,45;3;85,45;Churn;1
4536-PLEQY;Male;0;Yes;No;12;0-12 meses;Yes;No;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Credit card (automatic);85,05;999,80;3;0,00;Activo;0
7029-IJEJK;Female;0;No;No;54;49-72 meses;No;No phone service;DSL;Yes;No;No;Yes;No;Yes;One year;No;Bank transfer (automatic);44,10;2369,70;3;0,00;Activo;0
8871-JLMHM;Female;0;Yes;No;68;49-72 meses;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;No;No;Two year;No;Credit card (automatic);90,20;6297,65;5;0,00;Activo;0
2235-ZGKPT;Female;0;Yes;Yes;4;0-12 meses;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;50,85;239,55;2;50,85;Churn;1
3891-PUQOD;Female;0;No;Yes;1;0-12 meses;Yes;No;DSL;No;No;Yes;No;No;Yes;Month-to-month;No;Electronic check;59,20;59,20;3;59,20;Churn;1
5447-VYTKW;Male;0;No;No;27;25-48 meses;Yes;No;DSL;Yes;No;No;Yes;No;No;Month-to-month;No;Mailed check;53,45;1461,45;3;0,00;Activo;0
3623-FQBOX;Male;0;No;No;21;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,95;416,40;1;0,00;Activo;0
0689-NKYLF;Male;0;No;No;13;13-24 meses;Yes;No;Fiber optic;No;No;Yes;No;Yes;No;Month-to-month;Yes;Electronic check;83,20;1060,60;3;83,20;Churn;1
8659-HDIYE;Female;1;No;No;64;49-72 meses;Yes;Yes;DSL;No;Yes;Yes;Yes;No;Yes;Month-to-month;No;Credit card (automatic);74,65;4869,35;6;0,00;Activo;0
3658-KIBGF;Female;0;No;No;1;0-12 meses;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;54,90;54,90;3;54,90;Churn;1
3474-BAFSJ;Male;0;Yes;No;57;49-72 meses;No;No phone service;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);57,50;3265,95;5;0,00;Activo;0
5519-YLDGW;Female;0;Yes;No;21;13-24 meses;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;103,90;2254,20;6;103,90;Churn;1
3865-ZFZIB;Male;0;No;No;19;13-24 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;19,65;358,15;1;0,00;Activo;0
1855-AGAWH;Male;0;Yes;No;31;25-48 meses;Yes;No;Fiber optic;No;No;Yes;No;Yes;Yes;One year;Yes;Electronic check;93,80;2939,80;4;0,00;Activo;0
7109-CQYUZ;Male;0;No;No;52;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Mailed check;89,25;4652,40;8;0,00;Activo;0
1370-GGAWX;Female;0;No;No;46;25-48 meses;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;Yes;One year;Yes;Electronic check;94,15;4408,45;5;0,00;Activo;0
4680-KUTAJ;Female;1;No;No;11;0-12 meses;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Electronic check;55,60;580,80;3;0,00;Activo;0
5307-UVGNB;Female;0;Yes;Yes;53;49-72 meses;No;No phone service;DSL;Yes;Yes;Yes;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);48,70;2495,20;4;0,00;Activo;0
4946-EDSEW;Female;0;Yes;Yes;11;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,25;180,30;1;19,25;Churn;1
2883-ILGWO;Male;1;No;No;57;49-72 meses;Yes;Yes;Fiber optic;No;Yes;No;Yes;Yes;Yes;Month-to-month;Yes;Bank transfer (automatic);104,90;5913,95;6;0,00;Activo;0
2516-VQRRV;Female;1;No;No;2;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;75,45;158,40;2;75,45;Churn;1
7580-UGXNC;Female;1;No;No;2;0-12 meses;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;54,85;104,20;3;54,85;Churn;1
3642-BYHDO;Female;0;Yes;Yes;71;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);19,90;1389,35;1;0,00;Activo;0
9629-NHXFW;Female;0;Yes;Yes;1;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;19,40;19,40;1;0,00;Activo;0
2696-RZVZW;Male;0;Yes;No;68;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,05;1629,20;2;0,00;Activo;0
5766-FTRTS;Male;0;Yes;No;72;49-72 meses;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Mailed check;84,45;6033,10;7;0,00;Activo;0
0396-HUJBP;Female;0;No;No;2;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,30;44,40;1;0,00;Activo;0
5178-LMXOP;Male;1;Yes;No;1;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;95,10;95,10;4;95,10;Churn;1
8879-ZKJOF;Female;0;No;No;41;25-48 meses;Yes;No;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Bank transfer (automatic);79,85;3320,75;6;0,00;Activo;0
6285-FTQBF;Male;0;Yes;Yes;72;49-72 meses;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);25,55;1867,70;2;0,00;Activo;0
8185-UPYBR;Male;0;Yes;No;6;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;75,50;438,00;2;75,50;Churn;1
4585-HETAI;Female;0;Yes;Yes;4;0-12 meses;Yes;No;Fiber optic;No;No;Yes;No;No;No;Month-to-month;Yes;Electronic check;73,75;325,45;2;73,75;Churn;1
7526-BEZQB;Male;0;No;No;12;0-12 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;96,05;1148,10;4;96,05;Churn;1
1474-JUWSM;Female;0;Yes;No;58;49-72 meses;Yes;Yes;DSL;Yes;No;No;Yes;No;Yes;One year;Yes;Electronic check;68,40;3972,25;5;0,00;Activo;0
3530-CRZSB;Female;0;No;No;7;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;20,65;155,90;1;0,00;Activo;0
8498-XXGWA;Female;0;Yes;No;65;49-72 meses;Yes;No;DSL;Yes;No;Yes;No;No;No;Month-to-month;Yes;Mailed check;55,15;3673,15;3;0,00;Activo;0
9617-INGJY;Male;0;No;No;1;0-12 meses;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;70,60;70,60;1;0,00;Activo;0
0621-TSSMU;Male;0;Yes;No;56;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Credit card (automatic);19,95;1126,75;1;0,00;Activo;0
7234-KMNRQ;Male;0;No;No;4;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;19,00;73,45;1;0,00;Activo;0
7636-PEPNS;Female;0;Yes;Yes;58;49-72 meses;Yes;No;DSL;No;No;No;No;No;No;One year;Yes;Mailed check;44,10;2413,05;1;0,00;Activo;0
4683-WYDOU;Male;0;Yes;No;62;49-72 meses;Yes;Yes;Fiber optic;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);107,60;6912,70;6;0,00;Activo;0
9052-DHNKM;Male;0;No;No;26;25-48 meses;Yes;Yes;DSL;Yes;Yes;No;No;No;No;One year;No;Electronic check;61,55;1581,95;4;0,00;Activo;0
6794-HKIAJ;Male;0;No;No;62;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;No;Month-to-month;No;Bank transfer (automatic);90,70;5586,45;5;0,00;Activo;0
5578-NKCXI;Female;0;Yes;Yes;58;49-72 meses;Yes;No;Fiber optic;Yes;Yes;No;No;Yes;Yes;One year;No;Credit card (automatic);99,25;5846,65;5;0,00;Activo;0
1642-HMARX;Female;0;Yes;No;68;49-72 meses;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;91,70;6424,70;8;0,00;Activo;0
3096-WPXBT;Female;0;Yes;Yes;61;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;No;Yes;One year;Yes;Credit card (automatic);100,70;6018,65;6;0,00;Activo;0
8434-PNQZX;Female;0;No;No;42;25-48 meses;Yes;Yes;DSL;No;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);78,45;3373,40;6;0,00;Activo;0
5950-AAAGJ;Male;0;No;No;18;13-24 meses;Yes;Yes;Fiber optic;No;No;No;No;Yes;No;Month-to-month;No;Bank transfer (automatic);84,30;1537,90;3;0,00;Activo;0
4299-OPXEJ;Female;0;No;No;56;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);19,55;1080,55;1;0,00;Activo;0
4951-UKAAQ;Female;0;No;No;4;0-12 meses;Yes;Yes;Fiber optic;No;Yes;No;No;No;Yes;Month-to-month;Yes;Electronic check;88,95;355,20;4;88,95;Churn;1
9618-LFJRU;Female;0;No;No;4;0-12 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Credit card (automatic);20,45;82,85;1;0,00;Activo;0
6693-DJWTY;Female;0;No;Yes;35;25-48 meses;Yes;No;DSL;Yes;Yes;No;No;No;No;One year;No;Credit card (automatic);55,60;2016,45;3;0,00;Activo;0
0744-GKNGE;Female;0;Yes;Yes;64;49-72 meses;Yes;Yes;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;Yes;Bank transfer (automatic);86,80;5327,25;4;0,00;Activo;0
6447-EGDIV;Female;0;No;No;31;25-48 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;20,95;683,25;1;0,00;Activo;0
1167-OYZJF;Female;1;Yes;No;67;49-72 meses;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Bank transfer (automatic);20,05;1263,05;1;0,00;Activo;0
2108-YKQTY;Female;0;No;No;4;0-12 meses;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;No;Credit card (automatic);50,70;151,30;2;50,70;Churn;1
4806-DXQCE;Female;1;Yes;No;70;49-72 meses;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Electronic check;113,65;7714,65;8;0,00;Activo;0
4918-QLLIW;Male;0;No;No;3;0-12 meses;Yes;No;DSL;No;No;No;No;Yes;No;Month-to-month;No;Credit card (automatic);53,40;188,70;2;53,40;Churn;1
