Cliente_ID,Fecha_Inicio,Fecha_Fin,Tipo_Contrato,Facturacion_Papel,Metodo_Pago,Cargo_Mensual,Cargo_Total,Antiguedad_Dias,Antiguedad_Meses,Rango_Antiguedad,Genero,Adulto_Mayor,Tiene_Pareja,Tiene_Dependientes,Servicio_Internet,Seguridad_Online,Respaldo_Online,Proteccion_Dispositivo,Soporte_Tecnico,Streaming_TV,Streaming_Peliculas,Multiples_Lineas,Churn
1855-CFULU,2019-10-01,No,Month-to-month,No,Mailed check,20.05,85.81,123,4,0-12 meses,Female,1,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
4878-BUNFV,2016-08-01,2018-04-01,Two year,No,Mailed check,20.7,414.0,608,20,13-24 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,1
1872-EBWSC,2017-09-01,No,One year,No,Mailed check,20.35,590.15,883,29,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
2608-BHKFN,2019-06-01,No,Month-to-month,Yes,Credit card (automatic),70.05,560.4,245,8,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
7026-YMSBE,2017-08-01,No,One year,No,Mailed check,19.7,644.19,914,30,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7341-LXCAF,2019-06-01,No,Month-to-month,Yes,Electronic check,74.65,639.0,245,8,0-12 meses,Male,0,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0
6997-UVGOX,2014-03-01,No,Two year,No,Bank transfer (automatic),85.45,6066.95,2163,71,49-72 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,0
9674-EHPPG,2016-04-01,No,Two year,No,Credit card (automatic),40.4,1858.4,1401,46,25-48 meses,Male,0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,No service,0
9462-MJUAW,2019-09-01,No,Month-to-month,No,Mailed check,50.4,257.04,153,5,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,Yes,0
8128-YVJRG,2019-05-01,No,Month-to-month,Yes,Mailed check,79.65,716.85,276,9,0-12 meses,Female,0,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,0
5440-VHLUL,2014-05-01,No,One year,Yes,Bank transfer (automatic),105.2,7839.5,2102,69,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
5781-BKHOP,2014-02-01,No,Two year,No,Bank transfer (automatic),100.65,7246.8,2191,72,49-72 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,0
4283-FUTGF,2018-05-01,No,Month-to-month,Yes,Electronic check,79.85,1676.85,641,21,13-24 meses,Male,1,No,No,Fiber optic,No,No,Yes,No,No,No,Yes,0
5213-TWWJU,2017-10-01,No,Month-to-month,No,Electronic check,91.0,2573.48,853,28,25-48 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,No,0
1569-TTNYJ,2019-05-01,No,Month-to-month,Yes,Electronic check,78.75,772.54,276,9,0-12 meses,Male,0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,0
8628-MFKAX,2014-02-01,No,Two year,Yes,Credit card (automatic),116.75,8910.36,2191,72,49-72 meses,Female,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
2397-BRLOM,2019-04-01,No,Month-to-month,Yes,Credit card (automatic),80.45,804.5,306,10,0-12 meses,Male,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,No,0
7629-WIXZF,2019-07-01,No,One year,Yes,Electronic check,59.1,455.07,215,7,0-12 meses,Female,0,No,No,DSL,Yes,No,No,No,No,Yes,No,0
5445-GLVOT,2018-04-01,No,Month-to-month,Yes,Electronic check,49.8,1106.56,671,22,13-24 meses,Female,0,No,No,DSL,Yes,No,No,No,No,No,No,0
3976-HXHCE,2014-02-01,No,Two year,No,Bank transfer (automatic),19.3,1417.39,2191,72,49-72 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
2466-NEJOJ,2019-06-01,No,Month-to-month,No,Credit card (automatic),19.65,163.49,245,8,0-12 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
0254-KCJGT,2015-10-01,2017-12-01,One year,Yes,Credit card (automatic),81.4,2201.06,792,26,25-48 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,1
5472-CVMDX,2014-06-01,No,Two year,No,Mailed check,38.9,2751.01,2071,68,49-72 meses,Female,0,No,No,DSL,Yes,No,Yes,Yes,No,No,No service,0
6461-SZMCV,2014-03-01,2018-11-01,Two year,No,Bank transfer (automatic),87.95,4925.2,1706,56,49-72 meses,Female,0,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
8150-QUDFX,2019-12-01,No,Month-to-month,No,Mailed check,19.85,39.7,62,2,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
9508-ILZDG,2017-04-01,No,Month-to-month,Yes,Electronic check,96.35,3275.9,1036,34,25-48 meses,Female,1,No,No,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,0
2346-DJQTB,2017-03-01,No,Month-to-month,No,Electronic check,24.15,845.25,1067,35,25-48 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No service,0
1697-LYYYX,2015-01-01,2019-01-01,One year,No,Credit card (automatic),19.1,916.8,1461,48,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,1
1942-OQFRW,2020-01-01,No,Month-to-month,No,Electronic check,44.0,44.0,31,1,0-12 meses,Male,0,No,No,DSL,No,No,No,No,No,No,No,0
4749-VFKVB,2019-09-01,No,Month-to-month,Yes,Mailed check,50.1,250.5,153,5,0-12 meses,Female,0,No,No,DSL,No,No,No,No,No,No,Yes,0
9640-ZSLDC,2015-09-01,No,One year,No,Credit card (automatic),60.6,3308.15,1614,53,49-72 meses,Female,0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,No,0
4231-LZUYM,2014-02-01,2017-09-01,Two year,No,Bank transfer (automatic),25.65,1125.01,1308,43,25-48 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,Yes,1
7598-UAASY,2019-11-01,No,Month-to-month,No,Electronic check,76.4,229.2,92,3,0-12 meses,Male,0,Yes,No,Fiber optic,No,No,Yes,No,No,No,No,0
7938-OUHIO,2019-07-01,No,Month-to-month,Yes,Electronic check,98.7,690.9,215,7,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0
8510-AWCXC,2018-11-01,No,Month-to-month,Yes,Electronic check,100.8,1512.0,457,15,13-24 meses,Female,1,No,No,Fiber optic,Yes,No,No,No,Yes,Yes,Yes,0
6128-AQBMT,2016-09-01,No,Month-to-month,Yes,Electronic check,53.95,2211.95,1248,41,25-48 meses,Male,1,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,No service,0
3594-BDSOA,2018-02-01,No,One year,No,Credit card (automatic),20.4,489.6,730,24,13-24 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
0431-APWVY,2017-06-01,2019-12-01,One year,Yes,Bank transfer (automatic),90.1,2703.0,913,30,25-48 meses,Female,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,No,1
5133-VRSAB,2019-06-01,No,Month-to-month,No,Mailed check,29.35,255.93,245,8,0-12 meses,Male,0,No,No,DSL,Yes,No,No,No,No,No,No service,0
5996-DAOQL,2020-01-01,No,Month-to-month,Yes,Mailed check,20.45,21.47,31,1,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6838-YAUVY,2015-08-01,No,Two year,Yes,Bank transfer (automatic),95.1,5135.4,1645,54,49-72 meses,Female,0,No,No,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,0
0484-JPBRU,2016-09-01,No,Month-to-month,Yes,Bank transfer (automatic),25.25,1107.72,1248,41,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
7883-ROJOC,2018-07-01,No,Month-to-month,No,Mailed check,44.9,853.1,580,19,13-24 meses,Female,0,Yes,No,DSL,No,No,No,No,No,No,No,0
0244-LGNFY,2014-02-01,No,Two year,No,Bank transfer (automatic),92.65,7204.46,2191,72,49-72 meses,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0
7274-CGTOD,2014-12-01,2018-02-01,Two year,Yes,Bank transfer (automatic),43.7,1660.6,1158,38,25-48 meses,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,No service,1
4295-YURET,2015-06-01,No,Two year,Yes,Credit card (automatic),72.6,4472.16,1706,56,49-72 meses,Female,1,Yes,Yes,DSL,Yes,No,No,Yes,Yes,Yes,No,0
3426-NIYYL,2018-10-01,No,Month-to-month,No,Electronic check,51.55,824.8,488,16,13-24 meses,Male,0,No,No,DSL,No,No,No,No,No,No,Yes,0
8225-BTJAU,2018-12-01,No,Month-to-month,Yes,Electronic check,79.25,1164.98,427,14,13-24 meses,Male,1,No,No,Fiber optic,No,No,No,No,No,Yes,No,0
4635-EJYPD,2017-06-01,No,Two year,No,Mailed check,18.95,606.4,975,32,25-48 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
1866-ZSLJM,2018-05-01,No,Month-to-month,No,Credit card (automatic),20.5,430.5,641,21,13-24 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
4636-TVXVG,2014-12-01,No,One year,No,Bank transfer (automatic),19.95,1249.27,1888,62,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
4236-UJPWO,2019-12-01,No,Month-to-month,No,Electronic check,24.5,49.0,62,2,0-12 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No service,0
9392-XBGTD,2017-11-01,No,Two year,No,Mailed check,20.6,556.2,822,27,25-48 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3387-VATUS,2019-06-01,No,Month-to-month,Yes,Bank transfer (automatic),94.85,758.8,245,8,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
6402-SSEJG,2018-01-01,No,One year,No,Electronic check,61.05,1602.56,761,25,25-48 meses,Female,0,No,No,DSL,Yes,Yes,Yes,No,Yes,Yes,No service,0
1143-NMNQJ,2019-09-01,No,Month-to-month,Yes,Electronic check,85.7,428.5,153,5,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,No,Yes,Yes,0
1169-SAOCL,2016-01-01,No,One year,Yes,Bank transfer (automatic),106.65,5696.18,1492,49,49-72 meses,Male,0,No,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
1110-KYLGQ,2014-11-01,No,Month-to-month,No,Credit card (automatic),108.25,7160.74,1918,63,49-72 meses,Female,0,No,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0
9929-PLVPA,2019-10-01,No,Month-to-month,No,Credit card (automatic),20.4,88.94,123,4,0-12 meses,Female,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3518-PZXZQ,2020-01-01,No,Month-to-month,Yes,Mailed check,55.3,56.96,31,1,0-12 meses,Female,0,Yes,No,DSL,No,No,No,No,Yes,No,No,0
2371-JUNGC,2019-03-01,No,Month-to-month,No,Mailed check,20.25,222.75,337,11,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7693-QPEFS,2015-10-01,No,Month-to-month,Yes,Bank transfer (automatic),72.95,3793.4,1584,52,49-72 meses,Male,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
0924-BJCRC,2015-02-01,No,Month-to-month,No,Electronic check,89.45,5581.68,1826,60,49-72 meses,Female,1,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,0
5074-FBGHB,2014-10-01,No,One year,Yes,Credit card (automatic),104.65,6965.5,1949,64,49-72 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0
2351-BKRZW,2016-07-01,No,Two year,No,Bank transfer (automatic),75.2,3233.6,1310,43,25-48 meses,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,No,0
4455-BFSPD,2015-01-01,No,One year,No,Bank transfer (automatic),101.15,6170.15,1857,61,49-72 meses,Female,0,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,0
0415-MOSGF,2019-09-01,No,Month-to-month,No,Mailed check,44.4,228.66,153,5,0-12 meses,Female,0,No,No,DSL,No,No,No,No,No,No,No,0
1724-BQUHA,2019-05-01,No,Month-to-month,Yes,Electronic check,89.5,805.5,276,9,0-12 meses,Male,1,No,No,Fiber optic,No,No,No,No,Yes,Yes,No,0
3948-KXDUF,2014-08-01,No,Two year,No,Bank transfer (automatic),68.75,4537.5,2010,66,49-72 meses,Male,0,No,No,DSL,Yes,Yes,Yes,Yes,No,No,Yes,0
2323-ARSVR,2014-07-01,No,Two year,Yes,Electronic check,111.05,8035.58,2041,67,49-72 meses,Male,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,0
0815-MFZGM,2016-08-01,No,Two year,Yes,Credit card (automatic),99.0,4158.0,1279,42,25-48 meses,Female,0,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0
4826-XTSOH,2019-10-01,No,Month-to-month,Yes,Electronic check,86.05,344.2,123,4,0-12 meses,Male,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,0
5480-XTFFL,2017-07-01,No,Two year,No,Mailed check,21.0,651.0,945,31,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
8295-FHIVV,2019-07-01,No,Month-to-month,Yes,Mailed check,19.4,139.87,215,7,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
2495-INZWQ,2019-08-01,No,Month-to-month,Yes,Electronic check,44.55,267.3,184,6,0-12 meses,Male,0,No,No,DSL,No,No,No,No,Yes,Yes,No service,0
9086-YJYXS,2017-04-01,No,One year,No,Bank transfer (automatic),77.2,2834.78,1036,34,25-48 meses,Male,0,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,0
1179-INLAT,2019-11-01,No,One year,Yes,Mailed check,19.45,58.35,92,3,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
7909-FIOIY,2018-07-01,No,Month-to-month,Yes,Mailed check,24.85,495.76,580,19,13-24 meses,Female,0,Yes,Yes,DSL,No,No,No,No,No,No,No service,0
4139-SUGLD,2017-06-01,No,Month-to-month,No,Bank transfer (automatic),35.4,1132.8,975,32,25-48 meses,Male,0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,No service,0
6857-VWJDT,2019-09-01,No,Month-to-month,No,Mailed check,95.65,487.81,153,5,0-12 meses,Female,0,No,No,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
6351-SCJKT,2019-11-01,No,Month-to-month,No,Mailed check,41.35,124.05,92,3,0-12 meses,Male,0,No,No,DSL,Yes,No,Yes,Yes,No,No,No service,0
5468-BPMMO,2016-04-01,No,Month-to-month,No,Electronic check,19.6,901.6,1401,46,25-48 meses,Male,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
5624-BQSSA,2019-11-01,No,Month-to-month,No,Mailed check,20.95,62.85,92,3,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
0197-PNKNK,2014-05-01,2017-02-01,One year,No,Bank transfer (automatic),84.45,2786.85,1007,33,25-48 meses,Female,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,1
2439-QKJUL,2019-09-01,No,Month-to-month,No,Mailed check,20.25,101.25,153,5,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
1194-SPVSP,2020-01-01,No,Month-to-month,No,Bank transfer (automatic),19.65,19.65,31,1,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
9534-NSXEM,2017-12-01,No,One year,Yes,Credit card (automatic),20.65,558.38,792,26,25-48 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
2408-WITXK,2019-01-01,No,Month-to-month,Yes,Electronic check,34.7,482.68,396,13,13-24 meses,Female,1,No,No,DSL,No,No,No,No,No,Yes,No service,0
8929-KSWIH,2018-01-01,No,Two year,No,Bank transfer (automatic),99.3,2482.5,761,25,25-48 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0
2250-IVBWA,2014-10-01,No,Month-to-month,No,Electronic check,81.05,5187.2,1949,64,49-72 meses,Male,0,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,No,0
1810-MVMAI,2017-08-01,No,Month-to-month,No,Electronic check,67.6,2028.0,914,30,25-48 meses,Male,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Yes,0
9506-UXUSK,2019-01-01,No,Month-to-month,Yes,Electronic check,70.15,939.31,396,13,13-24 meses,Male,0,No,No,Fiber optic,No,No,No,No,No,No,No,0
1229-RCALF,2014-10-01,2018-11-01,One year,Yes,Electronic check,115.0,5747.7,1492,49,49-72 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1
3572-UOLYZ,2016-04-01,No,Month-to-month,Yes,Bank transfer (automatic),84.8,3900.8,1401,46,25-48 meses,Female,0,No,Yes,Fiber optic,No,No,Yes,Yes,No,No,Yes,0
1429-UYJSV,2019-02-01,No,One year,No,Mailed check,19.7,257.68,365,12,0-12 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
5577-OTWWW,2018-09-01,No,Month-to-month,No,Bank transfer (automatic),19.75,369.33,518,17,13-24 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6100-QQHEB,2018-06-01,No,Month-to-month,Yes,Electronic check,92.55,1851.0,610,20,13-24 meses,Male,0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,0
6366-XIVKZ,2019-01-01,No,Month-to-month,Yes,Mailed check,63.15,820.95,396,13,13-24 meses,Female,0,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,No,0
3470-OBUET,2014-07-01,2017-12-01,Two year,No,Credit card (automatic),74.0,3337.4,1249,41,25-48 meses,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Yes,1
2770-NSVDG,2018-02-01,No,Month-to-month,No,Electronic check,29.1,698.4,730,24,13-24 meses,Male,0,Yes,No,DSL,No,No,Yes,No,No,No,No service,0
9375-MHRRS,2019-08-01,No,Month-to-month,No,Mailed check,50.05,303.3,184,6,0-12 meses,Male,0,No,No,DSL,No,No,No,Yes,No,No,No,0
2634-HCZGT,2015-05-01,2019-01-01,One year,Yes,Electronic check,60.05,2695.04,1341,44,25-48 meses,Male,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,1
7503-QQRVF,2018-07-01,No,Month-to-month,Yes,Credit card (automatic),74.3,1510.52,580,19,13-24 meses,Male,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,No,0
4860-YZGZM,2019-04-01,No,Month-to-month,No,Electronic check,20.0,214.0,306,10,0-12 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6599-GZWCM,2019-01-01,No,One year,Yes,Mailed check,74.65,1048.09,396,13,13-24 meses,Female,0,No,No,Fiber optic,No,Yes,No,No,No,No,No,0
2691-NZETQ,2019-04-01,No,Month-to-month,Yes,Electronic check,85.35,853.5,306,10,0-12 meses,Male,0,No,No,Fiber optic,No,No,No,No,Yes,No,Yes,0
4404-HIBDJ,2017-12-01,No,One year,No,Mailed check,74.3,1931.8,792,26,25-48 meses,Female,0,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,No,0
5533-NHFRF,2019-07-01,No,Month-to-month,Yes,Electronic check,44.4,310.8,215,7,0-12 meses,Male,1,No,No,DSL,No,Yes,No,Yes,No,Yes,No service,0
7037-MTYVW,2016-12-01,No,Two year,Yes,Bank transfer (automatic),85.4,3472.36,1157,38,25-48 meses,Male,0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,0
4760-THGOT,2016-07-01,No,Month-to-month,Yes,Electronic check,94.1,4046.3,1310,43,25-48 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,0
7295-JOMMD,2019-09-01,No,Month-to-month,Yes,Bank transfer (automatic),98.1,490.5,153,5,0-12 meses,Female,0,No,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,0
4016-BJKTZ,2018-01-01,No,Two year,No,Electronic check,108.9,2722.5,761,25,25-48 meses,Female,0,No,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Yes,0
6584-VQMYT,2017-11-01,No,One year,No,Mailed check,56.2,1669.14,822,27,25-48 meses,Male,0,No,Yes,DSL,Yes,Yes,No,No,No,No,No,0
9838-BFCQT,2014-02-01,No,Two year,No,Mailed check,26.1,1879.2,2191,72,49-72 meses,Male,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,Yes,0
2790-XUYMV,2014-03-01,No,One year,Yes,Credit card (automatic),85.45,6066.95,2163,71,49-72 meses,Male,0,No,Yes,Fiber optic,Yes,Yes,No,No,No,No,Yes,0
0581-MDMPW,2018-02-01,No,Month-to-month,Yes,Credit card (automatic),88.95,2198.84,730,24,13-24 meses,Female,0,No,No,Fiber optic,No,No,Yes,No,Yes,No,Yes,0
5013-SBUIH,2015-11-01,2019-12-01,Two year,Yes,Electronic check,109.65,5372.85,1491,49,49-72 meses,Female,0,No,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,1
1023-BQXZE,2015-05-01,No,Two year,Yes,Bank transfer (automatic),74.35,4492.23,1737,57,49-72 meses,Male,0,No,No,DSL,Yes,No,Yes,No,Yes,Yes,No,0
9163-GHAYE,2018-11-01,No,Month-to-month,No,Electronic check,48.85,732.75,457,15,13-24 meses,Female,0,No,No,DSL,No,Yes,No,No,No,No,No,0
3904-UKFRE,2019-10-01,No,Month-to-month,Yes,Electronic check,80.1,320.4,123,4,0-12 meses,Male,0,No,No,Fiber optic,Yes,No,No,No,No,No,Yes,0
5353-WILCI,2017-10-01,No,Month-to-month,No,Electronic check,56.05,1616.48,853,28,25-48 meses,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,No,0
0709-TVGUR,2019-02-01,No,Month-to-month,Yes,Electronic check,74.55,894.6,365,12,0-12 meses,Female,1,No,No,Fiber optic,No,No,No,No,No,No,Yes,0
0058-EVZWM,2015-07-01,No,Month-to-month,Yes,Bank transfer (automatic),89.8,5235.34,1676,55,49-72 meses,Female,0,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Yes,0
6023-YEBUP,2019-09-01,No,Month-to-month,Yes,Electronic check,100.95,519.89,153,5,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,0
7209-JCUDS,2018-12-01,No,Month-to-month,Yes,Electronic check,94.9,1328.6,427,14,13-24 meses,Male,0,No,No,Fiber optic,No,No,Yes,No,Yes,Yes,No,0
7009-PCARS,2015-07-01,No,One year,No,Bank transfer (automatic),19.1,1050.5,1676,55,49-72 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
0519-DRGTI,2018-06-01,No,Month-to-month,No,Mailed check,20.35,407.0,610,20,13-24 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
1017-FBQMM,2014-12-01,No,One year,Yes,Credit card (automatic),106.05,6706.6,1888,62,49-72 meses,Female,0,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,0
3001-CBHLQ,2017-03-01,2018-02-01,Month-to-month,Yes,Electronic check,104.9,1153.9,337,11,0-12 meses,Male,1,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,1
1985-MBRYP,2016-07-01,No,Two year,Yes,Bank transfer (automatic),19.65,844.95,1310,43,25-48 meses,Female,0,No,No,No service,No service,No service,No service,No service,No service,No service,No,0
6158-DWPZT,2019-02-01,2019-12-01,One year,No,Bank transfer (automatic),24.1,241.0,303,10,0-12 meses,Male,0,Yes,No,DSL,No,No,No,No,No,No,No service,1
9372-TXXPS,2015-02-01,No,Two year,No,Bank transfer (automatic),59.85,3914.19,1826,60,49-72 meses,Female,0,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,0
3259-QMXUN,2015-04-01,No,Two year,Yes,Electronic check,86.1,4993.8,1767,58,49-72 meses,Male,0,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,0
1015-JPFYW,2019-07-01,No,One year,No,Mailed check,19.45,138.87,215,7,0-12 meses,Male,0,No,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
6645-MXQJT,2019-12-01,No,Month-to-month,No,Electronic check,97.1,194.2,62,2,0-12 meses,Male,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,0
4360-QRAVE,2017-01-01,No,Month-to-month,No,Electronic check,36.65,1356.05,1126,37,25-48 meses,Male,1,No,No,DSL,No,Yes,Yes,No,No,No,No service,0
8433-WPJTV,2014-09-01,No,One year,Yes,Bank transfer (automatic),103.9,6753.5,1979,65,49-72 meses,Female,1,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,0
5804-JMYIO,2016-11-01,No,Two year,No,Mailed check,19.75,770.25,1187,39,25-48 meses,Female,0,Yes,Yes,No service,No service,No service,No service,No service,No service,No service,No,0
3763-GCZHZ,2014-07-01,2015-11-01,One year,Yes,Electronic check,104.05,1781.34,488,16,13-24 meses,Male,0,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,1
6484-LATFU,2014-06-01,No,Two year,No,Mailed check,24.55,1669.4,2071,68,49-72 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
7599-NTMDP,2014-12-01,2015-11-01,Two year,No,Bank transfer (automatic),48.7,535.7,335,11,0-12 meses,Female,0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No service,1
0772-GYEQQ,2019-08-01,No,Month-to-month,Yes,Mailed check,88.35,530.1,184,6,0-12 meses,Male,0,No,No,Fiber optic,No,No,Yes,Yes,Yes,No,No,0
0536-ACXIP,2014-02-01,No,Two year,Yes,Electronic check,109.55,7887.6,2191,72,49-72 meses,Female,0,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Yes,0
0936-NQLJU,2016-09-01,No,Two year,No,Credit card (automatic),20.65,914.38,1248,41,25-48 meses,Female,0,Yes,No,No service,No service,No service,No service,No service,No service,No service,No,0
4831-EOBFE,2017-05-01,No,Month-to-month,No,Credit card (automatic),94.65,3279.62,1006,33,25-48 meses,Male,0,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,No,0
1575-KRZZE,2019-10-01,No,Month-to-month,No,Electronic check,55.2,220.8,123,4,0-12 meses,Female,0,No,No,DSL,Yes,Yes,No,No,No,No,No,0
3251-YMVWZ,2015-09-01,No,One year,No,Bank transfer (automatic),24.05,1389.37,1614,53,49-72 meses,Male,0,No,No,No service,No service,No service,No service,No service,No service,No service,Yes,0
4102-OQUPX,2019-11-01,No,Month-to-month,Yes,Electronic check,74.4,223.2,92,3,0-12 meses,Male,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,0
9170-GYZJC,2016-05-01,2019-06-01,Month-to-month,No,Credit card (automatic),79.9,3163.24,1126,37,25-48 meses,Female,0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,1
